yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetypeid,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,topicid,questionid,responseid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,25.9,25.9,,,24.1,27.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,RACE,WHT,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,31.7,31.7,,,27.8,35.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,31.3,31.3,,,27.4,35.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,32.6,32.6,,,28.6,36.8,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,33.3,33.3,,,29.3,37.5,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,13.6,13.6,,,9.7,18.7,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,RACE,OTH,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,14.6,14.6,,,10.4,20,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,RACE,OTH,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,23.3,23.3,,,12.6,39.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,RACE,MRC,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,27.4,27.4,,,16.6,41.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_1,,36,RACE,MRC,,,,
2013,2013,NY,New York,YRBSS,"Nutrition, Physical Activity, and Weight Status",Obesity among high school students,,%,CrdPrev,Crude Prevalence,10.6,10.6,,,9.6,11.7,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW1_2,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,34.3,34.3,,,31.6,37,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,28.5,28.5,,,26.3,30.8,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,30,30,,,26.2,34,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,GENDER,GENM,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,24.4,24.4,,,21.6,27.4,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,GENDER,GENM,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,38.7,38.7,,,35,42.6,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,GENDER,GENF,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,32.3,32.3,,,29,35.8,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,GENDER,GENF,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,37,37,,,33.7,40.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,RACE,WHT,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,29.1,29.1,,,26.2,32.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,RACE,WHT,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,27,27,,,21.3,33.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,27.3,27.3,,,21.9,33.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,29.8,29.8,,,23.5,37,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,27.2,27.2,,,21.9,33.2,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,RACE,OTH,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,RACE,OTH,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,RACE,MRC,,,,
2014,2014,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,35.9,35.9,,,33.3,38.6,Overall,Overall,,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,30.5,30.5,,,28.2,32.9,Overall,Overall,,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,27.5,27.5,,,24.1,31.1,Gender,Male,,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,23.8,23.8,,,21,26.9,Gender,Male,,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,43.6,43.6,,,39.9,47.4,Gender,Female,,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,36.6,36.6,,,33.1,40.3,Gender,Female,,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,38.5,38.5,,,35.3,41.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,29.6,29.6,,,26.9,32.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,36.7,36.7,,,29.9,44.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,31.2,31.2,,,26.4,36.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,28.4,28.4,,,22.6,35,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,29.8,29.8,,,24.6,35.6,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),ART,ART1_2,,36,RACE,MRC,,,,
2012,2012,NY,New York,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,38.5,38.5,,,34.9,42.1,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),ART,ART1_2,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,25.9,25.9,,,24.5,27.2,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,25.7,25.7,,,24.3,27.1,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,OVERALL,OVR,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,24.8,24.8,,,22.8,26.9,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,GENDER,GENM,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,24.9,24.9,,,22.9,27,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,GENDER,GENM,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,26.8,26.8,,,25.1,28.7,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,GENDER,GENF,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,26.5,26.5,,,24.6,28.4,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,GENDER,GENF,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,21,21,,,19.5,22.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,RACE,WHT,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,19.5,19.5,,,18,21.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,RACE,WHT,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,29,29,,,25.3,33,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,28.8,28.8,,,25,32.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,RACE,BLK,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,37.2,37.2,,,33.3,41.2,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,37.5,37.5,,,33.6,41.5,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,RACE,HIS,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,29,29,,,23.5,35.1,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,RACE,OTH,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,28.6,28.6,,,23.3,34.6,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,RACE,OTH,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,RACE,MRC,,,,
2014,2014,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,26.7,26.7,,,25.4,28.1,Overall,Overall,,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,26.4,26.4,,,25.1,27.8,Overall,Overall,,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,24.9,24.9,,,23,26.9,Gender,Male,,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,24.6,24.6,,,22.7,26.7,Gender,Male,,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,GENDER,GENM,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,28.4,28.4,,,26.7,30.1,Gender,Female,,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,27.9,27.9,,,26.1,29.7,Gender,Female,,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,GENDER,GENF,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,24,24,,,22.6,25.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,23,23,,,21.5,24.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,RACE,WHT,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,29.8,29.8,,,25.8,34.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,29.1,29.1,,,25.2,33.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,RACE,BLK,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,33.9,33.9,,,30.4,37.6,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,35.4,35.4,,,31.8,39.1,Race/Ethnicity,Hispanic,,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,RACE,HIS,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,26.4,26.4,,,21.2,32.4,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,27.4,27.4,,,22.2,33.3,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,RACE,OTH,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,CrdPrev,Crude Prevalence,26.7,26.7,,,17,39.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,RACE,MRC,,,,
2013,2013,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,29.5,29.5,,,19.8,41.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-72.615117 40.984878),NPAW,NPAW10_0,,36,RACE,MRC,,,,
2012,2012,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,AgeAdjPrev,Age-adjusted Prevalence,24.3,24.3,,,22.7,25.9,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),NPAW,NPAW10_0,,36,OVERALL,OVR,,,,
